1569579639 0 0 0 15114 0 0 0
1569580418 0 0 0 15114 0 0 0
1570009111 0 0 132 15114 0 0 0
1570172026 0 0 157 15114 0 0 0
1570172080 0 0 357 15114 0 0 0
1570172447 0 0 357 15114 0 0 0
1570172536 0 0 358 15114 0 0 0
1570172537 1 0 358 15114 0 0 0
1570172580 1 0 358 15114 0 0 0
1570218321 1 0 10316 15114 0 0 0
1570218897 1 0 10316 15114 0 0 0
1570384353 1 0 10357 15114 0 0 0
1570397098 1 0 10436 15114 0 0 0
1570600698 1 632 10436 15114 0 0 0
1570602172 1 634 10436 15114 0 0 0
1570602233 1 636 10436 15114 0 0 0
1570602244 1 638 10436 15114 0 0 0
1570604193 1 638 10436 15114 0 0 0
1570639283 1 638 10455 15114 0 0 0
1570639879 1 638 10468 15114 0 0 0
1570640050 1 638 10564 15114 0 0 0
1570640087 1 638 12407 15114 0 0 0
1570649189 1 638 12407 15114 0 0 0
1570649242 1 638 12542 15114 0 0 0
1570685677 1 638 12576 15114 0 0 0
1570685896 1 638 12576 15114 0 0 0
1570720626 1 3436 12576 15114 0 0 0
1570772795 1 3436 12597 15114 0 0 0
1570772938 1 3436 12598 15114 0 0 0
1570773535 1 3436 12598 15114 0 0 0
1570778519 1 3436 12598 15114 0 0 0
1570783877 1 3436 12766 15114 0 0 0
1570783983 1 3436 12768 15114 0 0 0
1570788918 1 3436 12768 15114 0 0 0
1570804610 1 3436 12768 15114 0 0 0
1570886773 1 3991 12768 15114 0 0 0
1570971530 1 3991 12768 15114 0 0 0
1570997563 1 3991 12830 15114 0 0 0
1571003922 1 3991 12925 15114 0 0 0
1571007335 1 3991 13053 15114 0 0 0
1571029190 1 3991 13085 15114 0 0 0
1571029438 1 3991 13085 15114 0 0 0
1571032002 1 3991 13085 15114 0 367 0
1571034030 1 3991 13085 15114 0 367 0
1571034211 1 4038 13085 15114 0 367 0
1571036924 1 4038 13150 15114 0 367 0
1571037144 1 4038 13150 15114 0 367 0
1571037247 1 4038 13150 15114 0 367 0
1571037265 1 4038 13150 15114 0 367 0
1571037753 1 4038 13150 15114 0 367 0
1571040256 1 4039 13150 15114 0 367 0
1571040273 1 4327 13150 15114 0 367 0
1571041033 1 4327 13150 15114 0 367 0
1571047643 1 4327 13183 15114 0 367 0
1571047976 1 4327 13183 15114 0 367 0
1571062378 1 4385 13183 15114 0 367 0
1571066910 1 4408 13183 15114 0 367 0
1571067926 1 4408 13183 15114 0 367 0
1571068022 1 4408 13183 15114 0 367 0
1571068515 1 4408 13186 15114 0 367 0
1571068782 1 4408 13186 15114 0 367 0
1571068795 1 4408 13463 15114 0 367 0
1571068895 1 4408 13463 15114 0 367 0
1571069131 1 4408 13463 15114 0 367 0
1571069286 1 4408 13463 15114 0 367 0
1571069802 1 4408 13463 15114 0 367 0
1571070247 1 4419 13463 15114 0 367 0
1571071784 1 4419 13472 15114 0 367 0
1571072022 1 4419 13472 15114 0 367 0
1571074893 1 4419 13510 15114 0 367 0
1571075113 1 4419 13510 15114 0 367 0
1571075677 1 4419 13510 15114 0 384 0
1571076117 1 4419 13510 15114 0 384 0
1571076359 1 4530 13510 15114 0 384 0
1571078556 1 4530 13527 15114 0 384 0
1571078837 1 4530 13527 15114 0 384 0
1571089915 1 4530 13527 15114 0 384 0
1571090005 1 4530 13653 15114 0 384 0
1571090272 1 4530 13653 15114 0 384 0
1571090708 1 4530 13658 15114 0 384 0
1571090758 1 4530 13658 15114 0 440 0
1571090815 1 4530 13658 15114 0 440 0
1571091541 1 4530 13658 15114 0 440 0
1571091715 1 4531 13658 15114 0 440 0
1571091785 1 4531 13658 15114 0 440 0
1571092001 1 4531 13658 15114 0 440 0
1571092004 1 4531 13658 15114 0 440 0
1571116534 1 4531 13673 15114 0 440 0
1571160554 1 4531 13710 15114 0 440 0
1571165589 1 4531 13785 15114 0 440 0
1571166900 1 4531 13785 15114 0 440 0
1571177351 1 4531 13996 15114 0 440 0
1571177458 1 4531 13997 15114 0 440 0
1571177845 1 4531 13997 15114 0 440 0
1571188971 1 4531 13997 15114 0 440 0
1571194072 1 4531 13997 15114 0 440 0
1571202187 1 4531 14045 15114 0 440 0
1571202241 1 4531 14050 15114 0 440 0
1571202293 1 4680 14050 15114 0 440 0
1571202362 1 4680 14077 15114 0 440 0
1571202659 1 4680 14077 15114 0 440 0
1571208228 1 4680 14077 15114 309 440 0
1571209056 1 4680 14077 15114 309 440 0
1571209539 1 4680 14077 15114 310 511 0
1571210917 1 4680 14077 15114 317 511 0
1571211140 1 4680 14106 15114 317 511 0
1571214389 1 4680 14285 15114 317 511 0
1571214514 1 4680 14285 15114 317 511 0
1571214521 1 4680 14285 15114 317 511 0
1571214886 1 4680 14285 15114 317 511 0
1571215450 1 4711 14285 15114 317 511 0
1571215486 1 4711 14285 15114 388 511 0
1571215520 1 4711 14285 15114 388 511 0
1571215626 1 4711 14285 15114 388 511 0
1571215680 1 4711 14285 15114 389 511 0
1571215739 1 4711 14285 15114 389 511 0
1571215872 1 4711 14285 15114 389 511 0
1571216400 1 4711 14285 15114 389 511 0
1571216801 1 4711 14285 15114 389 511 0
1571217316 1 4711 14285 15114 389 511 0
1571217776 1 4711 14337 15114 389 511 0
1571217792 1 4711 14337 15114 389 511 0
1571218078 1 4711 14340 15114 389 511 0
1571218301 1 4711 14340 15114 389 511 0
1571218438 1 4711 14342 15114 389 511 0
1571218697 1 4711 14342 15114 389 511 0
1571220106 1 4711 14470 15114 389 511 0
1571220346 1 4711 14470 15114 389 511 0
1571224460 1 4711 14575 15114 389 511 0
1571224832 1 4711 14575 15114 389 511 0
1571229267 1 4713 14575 15114 389 511 0
1571232111 1 4714 14575 15114 389 511 0
1571237316 1 4847 14575 15114 389 511 0
1571237749 1 4847 14575 15114 389 511 0
1571238135 1 4847 14575 15114 418 511 0
1571238141 1 4847 14575 15114 418 511 0
1571242527 1 4847 14575 15114 859 511 0
1571243225 1 4847 14575 15114 860 511 0
1571243269 1 4847 14575 15114 860 511 0
1571243519 1 4847 14575 15114 860 818 0
1571243739 1 4847 14575 15114 860 818 0
1571244646 1 4847 14575 15114 860 819 0
1571244801 1 4847 14575 15114 860 819 0
1571292250 1 4847 14662 15114 860 819 0
1571292376 1 4847 14662 15114 860 819 0
1571292589 1 4847 14662 15114 860 819 0
1571292654 1 4847 14665 15114 860 819 0
1571293784 1 4847 14665 15114 860 819 0
1571298571 1 4895 14665 15114 860 819 0
1571298658 1 4896 14665 15114 860 819 0
1571300054 1 4920 14665 15114 860 819 0
1571300554 1 4920 14738 15114 860 819 0
1571300640 1 5016 14738 15114 860 819 0
1571301290 1 5016 14738 15114 860 819 0
1571301472 1 5016 14738 15114 860 819 0
1571304418 1 5016 14738 15114 860 868 0
1571305014 1 5016 14738 15114 860 868 0
1571309593 1 5016 14738 15114 860 886 0
1571310532 1 5160 14738 15114 860 886 0
1571310959 1 5160 14738 15114 860 886 0
1571311075 1 5160 14738 15114 860 886 0
1571311101 1 5160 14738 15114 860 886 0
1571311881 1 5162 14738 15114 860 886 0
1571314249 1 5162 14749 15114 860 886 0
1571314382 1 5162 14749 15114 860 886 0
1571314626 1 5162 14749 15114 860 886 0
1571314731 1 5256 14749 15114 860 886 0
1571314988 1 5256 14749 15114 860 886 0
1571315062 1 5256 14749 15114 860 886 0
1571328185 1 5365 14749 15114 860 886 0
1571328351 1 5365 14749 15114 860 886 0
1571330933 1 5365 14773 15114 860 886 0
1571330996 1 5365 14773 15114 860 886 0
1571331329 1 5365 14773 15114 860 886 0
1571331597 1 5388 14773 15114 860 886 0
1571331618 1 5388 14773 15114 860 886 0
1571334554 1 5388 14773 15114 981 886 0
1571334690 1 5388 14773 15114 981 886 0
1571336826 1 5388 14849 15114 981 886 0
1571336843 1 5388 14849 15114 981 886 0
1571346207 1 5388 14991 15114 981 886 0
1571353927 1 5388 15405 15114 981 886 0
1571354208 1 5388 15405 15114 981 886 0
1571354249 1 5388 15405 15114 981 886 0
1571354481 1 5388 15405 15114 981 886 0
1571356100 1 5388 15425 15114 981 886 0
1571356327 1 5388 15425 15114 981 886 0
1571366340 1 5388 15425 15114 981 886 0
1571368787 1 5388 15426 15114 981 886 0
1571369710 1 5388 15426 15114 1186 886 0
1571369862 1 5388 15426 15114 1187 886 0
1571369871 1 5388 15426 15114 1187 886 0
1571370260 1 5388 15426 15114 1187 886 0
1571500446 1 5980 15426 15114 1187 886 0
1571501297 1 5999 15426 15114 1187 886 0
1571503817 1 5999 15426 15114 1187 886 0
1571511862 1 5999 17826 15114 1187 886 0
1571515761 1 5999 17826 15114 1187 886 0
1571516326 1 5999 17826 15114 1187 886 0
1571516433 1 5999 17826 15114 1187 886 0
1571522386 1 5999 18292 15114 1187 886 0
1571522395 1 5999 18292 15114 1187 886 0
1571522918 1 5999 18292 15114 1187 886 0
1571632339 1 5999 18436 15114 1187 886 0
1571635485 1 5999 18436 15114 1187 886 0
1571642304 1 5999 19001 15114 1187 886 0
1571642310 1 5999 19001 15114 1187 886 0
1571642628 1 6047 19001 15114 1187 886 0
1571643075 1 6047 19001 15114 1187 886 0
1571643245 1 6047 19001 15114 1187 886 0
1571645158 1 6047 19001 15114 1187 886 0
1571645757 1 6047 19004 15114 1187 886 0
1571645765 1 6047 19004 15114 1187 886 0
1571649676 1 6047 19004 15114 1187 1833 0
1571649781 1 6047 19004 15114 1187 1833 0
1571653343 1 6047 19004 15114 1187 1842 0
1571654284 1 6047 19004 15114 1187 1842 0
1571654635 1 6220 19004 15114 1187 1842 0
1571654796 1 6220 19004 15114 1187 1842 0
1571655090 1 6220 19165 15114 1187 1842 0
1571655158 1 6220 19165 15114 1187 1842 0
1571659927 1 6220 19250 15114 1187 1842 0
1571678538 1 6249 19250 15114 1187 1842 0
1571713319 1 6249 19250 15115 1187 1842 0
1571717860 1 6249 19251 15115 1187 1842 0
1571724006 1 6249 19251 15115 1187 1842 0
1571733381 1 6249 19251 15158 1187 1842 0
1571733405 1 6249 19251 15182 1187 1842 0
1571734589 1 6249 19251 15182 1435 1842 0
1571734624 1 6249 19251 15182 1435 1842 0
1571734755 1 6249 19251 15182 1435 1842 0
1571786947 1 6249 19251 15182 1435 1842 0
1571821537 1 6249 19251 15182 1559 1842 0
1571822279 1 6249 19251 15182 1559 1842 0
1571822324 1 6249 19251 15182 1559 1842 0
1571822628 1 6249 19251 15369 1559 1842 0
1571823406 1 6249 19251 15369 1559 1842 0
1571824788 1 6249 19251 15369 1559 1842 0
1571828035 1 6249 19251 15445 1559 1842 0
1571841899 1 6249 19251 15445 1559 1895 0
1571851400 1 6249 19251 15508 1559 1895 0
1571851743 1 6249 19251 15508 1559 1895 0
1571852311 1 6249 19251 15508 1559 1976 0
1571852632 1 6249 19251 15508 1559 1976 0
1571853596 1 6249 19251 15508 1559 1978 0
1571853664 1 6249 19251 15508 1559 1978 0
1571854137 1 6249 19251 15508 1559 1979 0
1571880219 1 6876 19251 15508 1559 1979 0
1571880801 1 6876 19251 15508 1559 1979 0
1571890614 1 6895 19251 15508 1559 1979 0
1571893230 1 6895 19251 16280 1559 1979 0
1571893298 1 6895 19251 16280 1559 1979 0
1571897118 1 6895 19251 16280 1560 1979 0
1571898072 1 6979 19251 16280 1560 1979 0
1571898096 1 6979 19251 16321 1560 1979 0
1571898296 1 6979 19251 16321 1560 1979 0
1571899708 1 6979 19251 16327 1560 1979 0
1571901587 1 6979 19251 16327 1560 1991 0
1571901614 1 6979 19251 16327 1560 1991 0
1571902283 1 6979 19251 16327 1601 1991 0
1571902664 1 6979 19251 16327 1601 1991 0
1571902710 1 6979 19251 16327 1601 1991 0
1571903518 1 6979 19251 16327 1601 1991 0
1571903588 1 6979 19251 16327 1601 1991 0
1571903862 1 7120 19251 16327 1601 1991 0
1571906046 1 7120 19251 16327 1601 1991 0
1571906552 1 7120 19251 16327 1601 1991 0
1571906883 1 7392 19251 16327 1601 1991 0
1571907532 1 7395 19251 16327 1601 1991 0
